FILE_PATH,COLOR_BUCKET,USED_PERCENTAGE,AVAILABLE,HISTOGRAM
/dev/loop0,red,100,0
/dev/loop1,red,100,0
/dev/loop2,red,100,0
/dev/loop3,red,100,0
/dev/loop4,red,100,0
/dev/loop5,red,100,0
/dev/loop6,red,100,0
/dev/loop7,red,100,0
/dev/loop8,red,100,0
/dev/nvme0n1p1,yellow,48,77M
/dev/nvme0n1p7,green,21,74G
tmpfs,green,0,3.8G
tmpfs,green,0,3.8G
tmpfs,green,1,5.0M
tmpfs,green,1,773M
tmpfs,green,1,775M
udev,green,0,3.8G
